id,artist,album,tracklist
11156869,Jamiroquai,Travelling Without Moving,"[<Track 'A1' 'Virtual Insanity'>, <Track 'A2' 'Cosmic Girl'>, <Track 'A3' 'Use The Force'>, <Track 'A4' 'Everyday'>, <Track 'B1' 'Alright'>, <Track 'B2' 'High Times'>, <Track 'B3' 'Drifting Along'>, <Track 'B4' 'Didjerama'>, <Track 'C1' 'Didjital Vibrations'>, <Track 'C2' 'Travelling Without Moving'>, <Track 'C3' 'You Are My Love'>, <Track 'C4' 'Spend A Lifetime'>, <Track 'D1' 'Funktion (Ruff Mix)'>]"
10416148,Fonky Family,Art De Rue,"[<Track 'A1' 'Art De Rue'>, <Track 'A2' ""Les Miens M'ont Dit"">, <Track 'A3' 'Imagine'>, <Track 'A4' 'Mystere Et Suspense'>, <Track 'B1' 'Nique Tout'>, <Track 'B2' 'Petit Bordel'>, <Track 'B3' 'Entre Deux Feux'>, <Track 'B4' 'Djel & Pone'>, <Track 'C1' 'Tonight'>, <Track 'C2' 'Histoire Sans Fin'>, <Track 'C3' ""On S'adapte"">, <Track 'C4' 'Haute Tension'>, <Track 'D1' 'Dans La Légende'>, <Track 'D2' 'On Respecte Ça'>, <Track 'D3' 'Check 1, 1, 1'>, <Track 'D4' 'Esprit De Clan'>]"
10415020,Fonky Family,"""Si Dieu Veut""...Inch Allah","[<Track 'A1' 'Verset I'>, <Track 'A2' 'Cherche Pas À Comprendre'>, <Track 'A3' 'Sans Rémission'>, <Track 'A4' 'Une Seule Fois'>, <Track 'A5' 'Verset II'>, <Track 'B1' 'La Résistance'>, <Track 'B2' 'Les Mains Sales'>, <Track 'B3' 'La Furie Et La Foi'>, <Track 'B4' 'Verset III'>, <Track 'B5' 'Tu Nous Connais'>, <Track 'C1' 'Le Sum'>, <Track 'C2' 'Verset IV'>, <Track 'C3' 'Aux Absents'>, <Track 'C4' 'Maintenant Ou Jamais'>, <Track 'C5' 'Verset V'>, <Track 'D1' 'Le Respect Se Perd'>, <Track 'D2' 'Sans Faire Couler Le Sang'>, <Track 'D3' 'Verset VI'>, <Track 'D4' 'Marseille Envahit'>, <Track 'D5' 'Verset VII'>]"
267709,Various,Studio One Dub,"[<Track 'A1' 'Bionic Dub'>, <Track 'A2' 'Take A Ride Version'>, <Track 'A3' 'Sky Rhythm'>, <Track 'A4' 'Taurus Dub 2'>, <Track 'B1' 'Hooligan'>, <Track 'B2' 'Dub Rock'>, <Track 'B3' 'Rastaman Version'>, <Track 'B4' 'Jah Jah Version'>, <Track 'C1' 'Creator Version'>, <Track 'C2' 'Running Dub'>, <Track 'C3' 'Hi Fashion Dub'>, <Track 'C4' 'Pretty Version'>, <Track 'C5' 'Race Track Version'>, <Track 'D1' 'Spawning'>, <Track 'D2' 'In Cold Blood Version'>, <Track 'D3' 'Chase Them Version'>, <Track 'D4' 'Feel The Dub'>]"
517871,Various,Studio One Classics,"[<Track 'A1' 'El Pussy Cat Ska'>, <Track 'A2' 'Love Me Forever'>, <Track 'A3' 'Rockfort Rock'>, <Track 'A4' 'Sing Jah Style AKA Sing-Jay Style'>, <Track 'A5' ""Pretty Looks Isn't All"">, <Track 'B1' 'Rougher Yet'>, <Track 'B2' 'Automatic'>, <Track 'B3' 'Fever'>, <Track 'B4' 'Back To School'>, <Track 'B5' 'Simmer Down'>, <Track 'C1' 'Rocking Time'>, <Track 'C2' ""I'm Just A Guy"">, <Track 'C3' 'Oh Mr. D.C.'>, <Track 'C4' 'Consider Me'>, <Track 'D1' 'Confucious'>, <Track 'D2' 'Rub A Dub Style'>, <Track 'D3' 'Full Up'>, <Track 'D4' 'No Man Is An Island'>]"
1452733,Box Tops,Best Of The Box Tops,"[<Track 'A1' 'The Letter'>, <Track 'A2' 'Neon Rainbow'>, <Track 'A3' 'Everything I Am'>, <Track 'A4' 'Cry Like A Baby'>, <Track 'A5' 'A Whiter Shade Of Pale'>, <Track 'A6' 'Choo Choo Train'>, <Track 'B1' 'I Met Her In Church'>, <Track 'B2' 'Sandman'>, <Track 'B3' 'Sweet Cream Ladies, Forward March'>, <Track 'B4' 'Soul Deep'>, <Track 'B5' 'I Shall Be Released'>, <Track 'B6' 'Turn On A Dream'>]"
3478632,Stand High Patrol,Midnight Walkers,"[<Track 'A1' 'Commando'>, <Track 'A2' 'Brest Bay'>, <Track 'A3' 'Boat People'>, <Track 'A4' 'Home Made'>, <Track 'A5' 'Entertainer'>, <Track 'B1' 'The Big Tree'>, <Track 'B2' 'Dub It'>, <Track 'B3' 'Holiday Today'>, <Track 'B4' 'Automatic Attack'>]"
12909920,J Dilla,Donuts,"[<Track 'A1' 'Donuts (Outro)'>, <Track 'A2' 'Workinonit'>, <Track 'A3' 'Waves'>, <Track 'A4' 'Light It'>, <Track 'A5' 'The New'>, <Track 'A6' 'Stop!'>, <Track 'A7' 'People'>, <Track 'A8' ""The Diff'rence"">, <Track 'B1' 'Mash'>, <Track 'B2' 'Time: The Donut Of The Heart'>, <Track 'B3' 'Glazed'>, <Track 'B4' 'Airworks'>, <Track 'B5' 'Lightworks'>, <Track 'B6' 'Stepson Of The Clapper'>, <Track 'B7' 'The Twister (Huh, What)'>, <Track 'C1' 'One Eleven'>, <Track 'C2' 'Two Can Win'>, <Track 'C3' ""Don't Cry"">, <Track 'C4' 'Anti-American Graffiti'>, <Track 'C5' 'Geek Down'>, <Track 'C6' 'Thunder'>, <Track 'C7' 'Gobstopper'>, <Track 'D1' 'One For Ghost'>, <Track 'D2' 'Dilla Says Go'>, <Track 'D3' 'Walkinonit'>, <Track 'D4' 'The Factory'>, <Track 'D5' 'U-Love'>, <Track 'D6' 'Hi.'>, <Track 'D7' 'Bye.'>, <Track 'D8' 'Last Donut Of The Night'>, <Track 'D9' 'Welcome To The Show'>]"
1847821,Jaylib,Champion Sound,"[<Track 'A1' 'L.A. To Detroit'>, <Track 'A2' 'McNasty Filth'>, <Track 'A3' 'Nowadays'>, <Track 'A4' 'Champion Sound'>, <Track 'A5' 'The Red'>, <Track 'B1' 'Heavy'>, <Track 'B2' 'Raw Shit'>, <Track 'B3' 'The Official'>, <Track 'B4' 'The Heist'>, <Track 'C1' 'The Mission'>, <Track 'C2' 'React'>, <Track 'C3' 'Strapped'>, <Track 'C4' 'Strip Club'>, <Track 'D1' 'The Exclusive'>, <Track 'D2' 'Survival Test'>, <Track 'D3' 'Starz'>, <Track 'D4' 'No Games'>]"
1852805,Streetlife DJs,Keep It Street EP,"[<Track 'A1' ""Bassline Kickin' (Original Edit)"">, <Track 'A2' ""Bassline Kickin' (10 Rapid Remix)"">, <Track 'A3' ""Bassline Kickin' (Dirty Disco Youth Remix)"">, <Track 'B1' 'Yo! Jay (Original Mix)'>, <Track 'B2' 'Yo! Jay (Blacklight Flashlight Remix)'>]"
10434118,Various,Oté Maloya (The Birth Of Electric Maloya On Reunion Island 1975-1986),"[<Track 'A1' 'La Rosée Si Feuilles Songes'>, <Track 'A2' 'Maloya Ton Tisane'>, <Track 'A3' 'Moin La Pas Fait Tout Sel'>, <Track 'A4' 'Défoule 3è Age'>, <Track 'A5' ""P'tit Femme Mon Gâté"">, <Track 'B1' 'Séga Le Sport'>, <Track 'B2' 'Tantine Zaza'>, <Track 'B3' 'Toé Même Maloya'>, <Track 'B4' 'Commandeur'>, <Track 'B5' ""Mele-Mele Pas Toué P'tit Pierre"">, <Track 'C1' 'Réveil Créole'>, <Track 'C2' 'Sé Pi Bodié'>, <Track 'C3' ""C'est Le Même Cadence"">, <Track 'C4' ""Mi Bord' A Toé"">, <Track 'C5' ""Sous Pied D'Camelias"">, <Track 'D1' 'Serre Serre Pas'>, <Track 'D2' 'Oh Maloya'>, <Track 'D3' 'Mi Donne A Toué Grand Coeur'>, <Track 'D4' 'Oté Maloya'>]"
10123765,Moby,Suara Remixes,"[<Track 'A1' 'Go (Victor Ruiz Remix)'>, <Track 'A2' 'Why Does My Heart Feel So Bad (Oxia Remix)'>, <Track 'B1' 'Porcelain (Julian Jeweil Remix)'>, <Track 'B2' ""Natural Blues (Reinier Zonneveld's Homage Remix)"">]"
1532167,Rusko,Mr Chips / Hammertime,"[<Track 'A' 'Mr Chips'>, <Track 'AA' 'Hammertime'>]"
14058657,Sixto Rodriguez,Coming From Reality,"[<Track 'A1' 'Climb Up On My Music'>, <Track 'A2' 'A Most Disgusting Song'>, <Track 'A3' 'I Think Of You'>, <Track 'A4' ""Heikki's Suburbia Bus Tour"">, <Track 'A5' 'Silver Words?'>, <Track 'B1' 'Sandrevan Lullaby-Lifestyles'>, <Track 'B2' 'To Whom It May Concern'>, <Track 'B3' 'It Started Out So Nice'>, <Track 'B4' 'Halfway Up The Stairs'>, <Track 'B5' 'Cause'>]"
13479756,Purple Disco Machine,Soulmatic Remixes,"[<Track 'A1' 'Music In You (David Penn Remix)'>, <Track 'A2' 'Encore (Mousse T Remix)'>, <Track 'B1' 'Play (Superlover Remix)'>, <Track 'B2' 'Body Funk (Carl Cox Remix)'>]"
3821457,Marc Romboy,Taiyo = 太陽,"[<Track 'A' '太陽 / Taiyo (Original Mix)'>, <Track 'B' ""太陽  / Taiyo (Och's Tokyo Dawn Remix)"">]"
6960923,Stephan Bodzin,Sungam (Remixes),"[<Track '' 'Other Side'>, <Track 'A' 'Sungam (Fur Coat Remix)'>, <Track '' 'This Side'>, <Track 'B1' 'Sungam (Rodriguez Jr. Remix)'>, <Track 'B2' 'Sungam (Synthapella)'>]"
4441663,The Sunshine Band,The Sound Of Sunshine,"[<Track 'A1' 'Shotgun Shuffle'>, <Track 'A2' 'Rock Your Baby'>, <Track 'A3' ""Funky '75"">, <Track 'A4' 'S.O.S.'>, <Track 'A5' 'Miss B. (Theme)'>, <Track 'B1' 'Hey J'>, <Track 'B2' 'Just A Groove'>, <Track 'B3' 'Sunshine City'>, <Track 'B4' 'I Love You'>]"
1662395,The Prodigy,Invaders Must Die,"[<Track 'A1' 'Invaders Must Die'>, <Track 'A2' 'Omen'>, <Track 'A3' 'Thunder'>, <Track 'B1' 'Colours'>, <Track 'B2' 'Take Me To The Hospital'>, <Track 'B3' ""Warrior's Dance"">, <Track 'C1' 'Run With The Wolves'>, <Track 'C2' 'Omen (Reprise)'>, <Track 'C3' ""World's On Fire"">, <Track 'D1' 'Piranha'>, <Track 'D2' 'Stand Up'>]"
1903780,The Prodigy,Take Me To The Hospital,"[<Track 'A' 'Take Me To The Hospital (Sub Focus Remix)'>, <Track 'AA' 'Take Me To The Hospital (Rusko Remix)'>]"
6822650,The Prodigy,The Day Is My Enemy,"[<Track 'A1' 'The Day Is My Enemy'>, <Track 'A2' 'Nasty'>, <Track 'A3' 'Rebel Radio'>, <Track 'A4' 'Ibiza'>, <Track 'B1' 'Wild Frontier'>, <Track 'B2' 'Get Your Fight On'>, <Track 'B3' 'Invisible Sun'>, <Track 'B4' 'Wall Of Death'>, <Track 'C1' 'Destroy'>, <Track 'C2' 'Rhythm Bomb'>, <Track 'C3' 'Beyond The Deathray'>, <Track 'D1' 'Rok-Weiler'>, <Track 'D2' 'Roadblox'>, <Track 'D3' 'Medicine'>]"
15936561,The Temptations,1990,"[<Track 'A1' 'Let Your Hair Down'>, <Track 'A2' 'I Need You'>, <Track 'A3' 'Heavenly'>, <Track 'A4' ""You've Got My Soul On Fire"">, <Track 'A5' ""Ain't No Justice"">, <Track 'B1' '1990'>, <Track 'B2' 'Zoom'>]"
5034181,Marvin Gaye,What's Going On,"[<Track 'A1' ""What's Going On"">, <Track 'A2' ""What's Happening Brother"">, <Track 'A3' ""Flyin' High (In The Friendly Sky)"">, <Track 'A4' 'Save The Children'>, <Track 'A5' 'God Is Love'>, <Track 'A6' 'Mercy Mercy Me (The Ecology)'>, <Track 'B1' 'Right On'>, <Track 'B2' 'Wholy Holy'>, <Track 'B3' 'Inner City Blues (Make Me Wanna Holler)'>]"
8081270,Johann Sebastian Bach,"Concerts Brandebourgeois N° 2, 5 & 6","[<Track '' 'Concert N° 6 En Si Majeur, BWV. 1051'>, <Track 'A1' '1. (Allegro)'>, <Track 'A2' '2. Adagio Ma Non Troppo'>, <Track 'A3' '3. Allegro'>, <Track '' 'Concert N° 5 Ré Majeur, BWV. 1050'>, <Track 'A4' '1. Allegro'>, <Track 'B1' '2. Affettuoso'>, <Track 'B2' '3. Allegro'>, <Track '' 'Concert N° 2 Fa Majeur, BWV. 1047'>, <Track 'B3' '1. (Allegro)'>, <Track 'B4' '2. Andante'>, <Track 'B5' '3. Allegro Assai'>]"
4047189,Darlyn Vlys,In & Out EP,"[<Track 'A' 'In & Out'>, <Track 'AA' 'Nonsense'>, <Track 'B' 'Black Prophet'>, <Track 'BB' 'Sparks'>]"
8169693,Monika Kruse @ Voodooamt,Passengers 2016,"[<Track 'A1' 'Luvsucka (Oliver Huntemann Remix)'>, <Track 'A2' 'Highway No. 4 (Alberto Ruiz Remix)'>, <Track 'B1' 'Highway No. 4 (Skober Remix)'>, <Track 'B2' 'Luvsucka (Remastered)'>]"
8704403,DJ Anna,Redemption / Odd Behaviour,"[<Track 'A' 'Redemption'>, <Track 'B' 'Odd Behaviour'>]"
9091452,DJ ANNA,Face Your Fears,"[<Track 'A' 'Face Your Fears'>, <Track 'B' 'Leave House'>]"
9319936,Felix Kröcher,Provident EP,"[<Track 'A1' 'Provident (Victor Ruiz Remix)'>, <Track 'A2' 'Provident (Original)'>, <Track 'B1' 'Euforic'>, <Track 'B2' 'Stardust'>]"
10659607,Monika Kruse,Get Me On / So Good,"[<Track 'A1' 'Get Me On'>, <Track 'B1' 'So Good'>]"
13936214,Patrik Berg,Bright EP,"[<Track 'A1' 'Bright'>, <Track 'A2' 'Metroid'>, <Track 'B1' 'The Secret'>, <Track 'B2' 'Beyond Control'>]"
16136362,Monika Kruse,Rising Heart,"[<Track 'A' 'Rising Heart'>, <Track 'B' 'Craving Desire'>]"
8878776,General Elektriks,Cliquety Kliqk,"[<Track 'A1' ""C'est L'introduction"">, <Track 'A2' 'Frost On Your Sunglasses'>, <Track 'A3' 'Facing That Void'>, <Track 'A4' 'Central Park'>, <Track 'A5' 'Time To Undress'>, <Track 'A6' ""Tu M'intrigues"">, <Track 'A7' 'Terms And Conditions Apply'>, <Track 'B1' 'Take You Out Tonight'>, <Track 'B2' 'Le Carousel Cosmique'>, <Track 'B3' 'Brain Collage'>, <Track 'B4' 'Parachute'>, <Track 'B5' 'Techno Kid'>, <Track 'CD-1' ""C'est L'introduction"">, <Track 'CD-2' 'Frost On Your Sunglasses'>, <Track 'CD-3' 'Facing That Void'>, <Track 'CD-4' 'Central Park'>, <Track 'CD-5' 'Time To Undress'>, <Track 'CD-6' ""Tu M'intrigues"">, <Track 'CD-7' 'Terms And Conditions Apply'>, <Track 'CD-8' 'Take You Out Tonight'>, <Track 'CD-9' 'Le Carousel Cosmique'>, <Track 'CD-10' 'Brain Collage'>, <Track 'CD-11' 'Parachute'>, <Track 'CD-12' 'Techno Kid'>]"
10922718,Morgasm,Sampler Silver,"[<Track 'A1' 'Summer Dreams'>, <Track 'A2' 'Can You Feel It'>, <Track 'B1' 'Space'>, <Track 'B2' 'Ibiza'>]"
11523623,Various,Sampler Yellow,"[<Track 'A1' 'Kinky Acid'>, <Track 'A2' 'Utopia'>, <Track 'B1' 'Pleasure'>, <Track 'B2' 'Sax On Acid'>]"
11856692,Various,Sampler Green,"[<Track 'A1' 'Fire'>, <Track 'A2' 'Good Vibes'>, <Track 'B1' 'Lover Man'>, <Track 'B2' 'Affinity'>]"
1608348,Endymion,Act Of God (Thunderdome 08 Anthem),"[<Track 'A' 'Act Of God (Thunderdome 08 Anthem)'>, <Track 'B' 'Act Of God (Break Neck Mix)'>]"
23213,Afrika Bambaataa,Looking For The Perfect Beat 1980-1985,"[<Track 'A1' 'Zulu Nation Throwdown'>, <Track 'A2' 'Zulu Nation Throwdown'>, <Track 'A3' 'Jazzy Sensation (Bronx Version)'>, <Track 'B1' 'Planet Rock'>, <Track 'B2' 'Looking For The Perfect Beat'>, <Track 'B3' 'Renegades Of Funk'>, <Track 'C1' 'Frantic Situation (Vocal)'>, <Track 'C2' 'Unity Part 1 (The Third Coming)'>, <Track 'C3' ""Who Do You Think You're Funkin' With? (Hip Hop Mix)"">, <Track 'D1' 'What Time Is It? (Live)'>, <Track 'D2' 'Funk You!'>]"
10441142,Kendrick Lamar,Damn.,"[<Track 'A1' 'Blood'>, <Track 'A2' 'DNA'>, <Track 'A3' 'Yah'>, <Track 'A4' 'Element'>, <Track 'B1' 'Feel'>, <Track 'B2' 'Loyalty'>, <Track 'B3' 'Pride'>, <Track 'B4' 'Humble'>, <Track 'C1' 'Lust'>, <Track 'C2' 'Love'>, <Track 'C3' 'XXX'>, <Track 'D1' 'Fear'>, <Track 'D2' 'God'>, <Track 'D3' 'Duckworth'>]"
7345404,Kendrick Lamar,"Good Kid, M.A.A.D City","[<Track 'A1' ""Sherane A.K.A Master Splinter's Daughter"">, <Track 'A2' ""Bitch, Don't Kill My Vibe"">, <Track 'A3' 'Backseat Freestyle'>, <Track 'A4' 'The Art Of Peer Pressure'>, <Track 'B1' 'Money Trees'>, <Track 'B2' 'Poetic Justice'>, <Track 'B3' 'Good Kid'>, <Track 'B4' 'M.A.A.D City'>, <Track 'C1' 'Swimming Pools (Drank) (Extended Version)'>, <Track 'C2' ""Sing About Me, I'm Dying Of Thirst"">, <Track 'C3' 'Real'>, <Track 'D1' 'Compton'>, <Track 'D2' 'The Recipe'>, <Track 'D3' 'Black Boy Fly'>, <Track 'D4' 'Now Or Never'>]"
6864535,Ludwig van Beethoven,Beethoven I ,"[<Track 'A1' 'Symphonie N°3 Héroique'>, <Track 'A2' 'Danse Allemande N°1'>, <Track 'A3' 'Danse Allemande N°2'>, <Track 'B1' 'Symphonie N°6 Pastorale'>, <Track 'B2' ""Ouverture D'Egmont En Fa Mineur Op84"">]"
328915,People's Choice,We Got The Rhythm,"[<Track 'A1' 'Here We Go Again'>, <Track 'A2' 'Jam, Jam, Jam (All Night Long)'>, <Track 'A3' 'We Got The Rhythm'>, <Track 'A4' 'Cold Blooded & Down-Right-Funky'>, <Track 'B1' ""Movin' In All Directions"">, <Track 'B2' 'Opus-De-Funk'>, <Track 'B3' 'A Mellow Mood'>]"
933463,D.I.M.,Airbus Baby,"[<Track 'A' 'Airbus Baby'>, <Track 'B' 'Frogger'>]"
3035694,Gesaffelstein,Conspiracy PT. II,"[<Track 'A1' 'Viol'>, <Track 'B1' 'Opr'>, <Track 'B2' 'Conspiracy Origins'>]"
12616172,DJ Shadow,The Private Press,"[<Track 'A1' '(Letter From Home)'>, <Track 'A2' 'Fixed Income'>, <Track 'A3' 'Un Autre Introduction'>, <Track 'A4' 'Walkie Talkie'>, <Track 'A5' 'Giving Up The Ghost'>, <Track 'B1' 'Six Days'>, <Track 'B2 & B3' 'Mongrel Meets His Maker'>, <Track 'B4a' 'Right Thing'>, <Track 'B4b' 'GDMFSOB (Clean Instrumental Version)'>, <Track 'C1' 'Monosylabik'>, <Track 'C2' ""Mashin' On The Motorway"">, <Track 'C3' 'Blood On The Motorway'>, <Track 'D1' ""You Can't Go Home Again"">, <Track 'D2' '(Letter From Home)'>, <Track 'D3' 'Giving Up The Ghost (Original Version)'>]"
9318796,Madness,One Step Beyond...,"[<Track 'A1' 'One Step Beyond...'>, <Track 'A2' 'My Girl'>, <Track 'A3' 'Night Boat To Cairo'>, <Track 'A4' 'Believe Me'>, <Track 'A5' 'Land Of Hope & Glory'>, <Track 'A6' 'The Prince'>, <Track 'A7' ""Tarzan's Nuts"">, <Track 'B1' 'In The Middle Of The Night'>, <Track 'B2' 'Bed & Breakfast Man'>, <Track 'B3' 'Razor Blade Alley'>, <Track 'B4' 'Swan Lake'>, <Track 'B5' ""Rockin' In Ab"">, <Track 'B6' ""Mummy's Boy"">, <Track 'B7' 'Madness'>, <Track 'B8' 'Chipmunks Are Go!'>]"
3792040,Fats Domino,Fats Domino,"[<Track 'A1' 'The Fat Man'>, <Track 'A2' 'Hey Là Bas !'>, <Track 'A3' ""Goin' Home"">, <Track 'A4' ""Please Don't Leave Me"">, <Track 'A5' 'Going To The River'>, <Track 'A6' ""Ain't That A Shame"">, <Track 'A7' 'Poor, Poor Me'>, <Track 'B1' ""I'm In Love Again"">, <Track 'B2' 'When My Dreamboat Comes Home'>, <Track 'B3' 'Blueberry Hill'>, <Track 'B4' 'My Blue Heaven'>, <Track 'B5' 'Rooster Song'>, <Track 'B6' ""I'm In The Mood For Love"">, <Track 'B7' 'Blue Monday'>, <Track 'C1' ""I'm Walking"">, <Track 'C2' ""It's You In Love"">, <Track 'C3' 'The Big Beat'>, <Track 'C4' 'Valley Of Tears'>, <Track 'C5' 'I Want You To Know'>, <Track 'C6' ""Whole Lotta Lovin'"">, <Track 'C7' 'I Wanna Walk You Home'>, <Track 'D1' ""I'm Ready"">, <Track 'D2' 'Yes My Darling'>, <Track 'D3' ""I'm Gonna Be A Wheel Someday"">, <Track 'D4' ""Walkin' To New Orleans"">, <Track 'D5' 'Be My Guest'>, <Track 'D6' ""I Hear You Knockin'"">, <Track 'D7' 'Let The Four Winds Blow'>]"
11575199,2Pac,Strictly 4 My N.I.G.G.A.Z...,"[<Track 'A1' 'Holler If Ya Hear Me'>, <Track 'A2' ""Pac's Theme (Interlude)"">, <Track 'A3' 'Point The Finga'>, <Track 'A4' 'Something 2 Die 4 (Interlude)'>, <Track 'A5' 'Last Wordz'>, <Track 'B1' ""Souljah's Revenge"">, <Track 'B2' 'Peep Game'>, <Track 'B3' ""Strugglin'"">, <Track 'B4' ""Guess Who's Back"">, <Track 'C1' ""Representin' 93"">, <Track 'C2' 'Keep Ya Head Up'>, <Track 'C3' 'Strictly 4 My N.I.G.G.A.Z...'>, <Track 'C4' 'The Streetz Are Deathrow'>, <Track 'D1' 'I Get Around'>, <Track 'D2' ""Papa'z Song"">, <Track 'D3' '5 Deadly Venomz'>]"
7752893,Various,Hip Hop Basics Vol.2 - 1989-1992 - Golden Years Episode 1,"[<Track 'A1' '911 Is A Joke'>, <Track 'A2' 'The Gas Face'>, <Track 'A3' 'Mama Said Knock You Out'>, <Track 'A4' 'Just A Friend'>, <Track 'A5' 'Know How'>, <Track 'B1' 'Fight The Power'>, <Track 'B2' 'Once Upon A Time In The Projects'>, <Track 'B3' 'Rampage'>, <Track 'B4' 'La Raza'>, <Track 'B5' 'Brand Nubian'>, <Track 'C1' 'Can I Kick It ?'>, <Track 'C2' 'The Humpty Dance'>, <Track 'C3' 'Untouchable'>, <Track 'C4' 'Hip Hop Junkies'>, <Track 'C5' 'Pop Goes The Weasel'>, <Track 'C6' 'The Choice Is Yours'>, <Track 'D1' 'It Was A Good Day'>, <Track 'D2' 'O.P.P.'>, <Track 'D3' 'Just Hangin Out'>, <Track 'D4' 'Rump Shaker'>, <Track 'D5' 'Blow Your Mind'>, <Track 'E1' ""Growin' Up In The Hood"">, <Track 'E2' ""Alwayz Into Somethin'"">, <Track 'E3' 'People Everyday'>, <Track 'E4' 'The Illest Brother'>, <Track 'E5' 'Head Banger'>, <Track 'E6' 'Know The Ledge'>, <Track 'F1' 'They Reminisce Over You'>, <Track 'F2' ""Tonight's Da Night"">, <Track 'F3' 'Best Kept Secret'>, <Track 'F4' 'Oochie Coochie'>, <Track 'F5' ""Passin' Me By"">, <Track 'F6' 'Jump Around'>]"
7769954,Various,Hip Hop Basics Vol.1 - 1979-1988 - Early Years,"[<Track 'A1' 'King Tim III (Personality Jock)'>, <Track 'A2' 'The Breaks'>, <Track 'A3' ""Rapper's Delight"">, <Track 'A4' 'The Grand Mixer Cuts It Up'>, <Track 'B1' ""That's The Joint"">, <Track 'B2' 'The Escapades Of Futura 2000'>, <Track 'B3' 'The Adventures Of Grandmaster Flash On The Wheels Of Steel'>, <Track 'C1' 'Change The Beat'>, <Track 'C2' 'The Message'>, <Track 'C3' ""I Can't Live Without My Radio"">, <Track 'C4' ""It's Like That"">, <Track 'D1' 'Girls'>, <Track 'D2' 'I Know You Got Soul'>, <Track 'D3' 'We Want Some Pussy'>, <Track 'D4' 'The Bridge Is Over'>, <Track 'D5' 'Push It'>, <Track 'D6' 'Colors'>, <Track 'E1' 'Going Way Back'>, <Track 'E2' 'Paid In Full'>, <Track 'E3' 'Rebel Without A Pause'>, <Track 'E4' ""Children's Story"">, <Track 'E5' 'Strictly Business'>, <Track 'E6' 'Straight Outta Compton'>, <Track 'F1' ""Ain't No Half-Steppin'"">, <Track 'F2' 'Fuck Tha Police'>, <Track 'F3' 'Vapors'>, <Track 'F4' ""Ego Trippin'"">, <Track 'F5' 'Straight Out The Jungle'>]"
5759979,Sex Pistols,"Never Mind The Bollocks, Here's The Sex Pistols","[<Track 'A1' 'Holidays In The Sun'>, <Track 'A2' 'Bodies'>, <Track 'A3' 'No Feelings'>, <Track 'A4' 'Liar'>, <Track 'A5' 'God Save The Queen'>, <Track 'A6' 'Problems'>, <Track 'B1' 'Seventeen'>, <Track 'B2' 'Anarchy In The U.K'>, <Track 'B3' 'Submission'>, <Track 'B4' 'Pretty Vacant'>, <Track 'B5' 'New York'>, <Track 'B6' 'EMI'>]"
4996861,Parov Stelar,The Art Of Sampling,"[<Track 'A1' 'Keep On Dancing'>, <Track 'A2' 'Josephine'>, <Track 'A3' 'Heavens Radio'>, <Track 'A4' ""She Ain't Got No Money"">, <Track 'B1' 'All Night'>, <Track 'B2' 'Catgroove'>, <Track 'B3' 'The Phantom (1930 Version)'>, <Track 'C1' 'Libella Swing'>, <Track 'C2' 'The Mojo Radio Gang (Radio Version)'>, <Track 'C3' 'Love Remix'>, <Track 'D1' 'Faith'>, <Track 'D2' 'Matilda (Radio Edit)'>, <Track 'D3' 'Shine'>, <Track 'D4' ""Jimmy's Gang (Radio Edit)"">]"
14007054,Various,Motown Greatest Hits,"[<Track 'A1' ""Money (That's What I Want)"">, <Track 'A2' 'Please Mr. Postman'>, <Track 'A3' 'Do You Love Me'>, <Track 'A4' 'My Guy'>, <Track 'A5' 'Dancing In The Street'>, <Track 'A6' 'Baby Love'>, <Track 'A7' 'My Girl'>, <Track 'A8' ""I Can't Help Myself (Sugar Pie, Honey Bunch)"">, <Track 'B1' 'Do I Love You (Indeed I Do)'>, <Track 'B2' 'This Old Heart Of Mine (Is Weak For You)'>, <Track 'B3' 'What Becomes Of The Broken Hearted'>, <Track 'B4' ""Reach Out, I'll Be There"">, <Track 'B5' 'I Heard It Through The Grapevine'>, <Track 'B6' 'I Want You Back'>, <Track 'B7' ""Signed, Sealed, Delivered (I'm Yours)"">, <Track 'C1' 'War'>, <Track 'C2' 'Tears Of A Clown'>, <Track 'C3' 'Stoned Love'>, <Track 'C4' ""I'm Still Waiting"">, <Track 'C5' ""What's Going On"">, <Track 'C6' 'Got To Be There'>, <Track 'D1' 'Superstition\t'>, <Track 'D2' ""Don't Leave Me This Way"">, <Track 'D3' 'Three Times A Lady'>, <Track 'D4' 'Upside Down'>, <Track 'D5' 'All Night Long'>, <Track 'D6' 'I Love Your Smile'>]"
27332103,The Chemical Brothers,Come With Us,"[<Track 'A1' 'Come With Us'>, <Track 'A2' 'It Began In Afrika'>, <Track 'A3' 'Galaxy Bounce'>, <Track 'B1' 'Star Guitar'>, <Track 'B2' 'Hoops'>, <Track 'C1' 'My Elastic Eye'>, <Track 'C2' ""The State We're In"">, <Track 'C3' 'Denmark'>, <Track 'D1' 'Pioneer Skies'>, <Track 'D2' 'The Test'>]"
